観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの8月の1位の値(mm),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の年,昨日までの8月の1位の値の月,昨日までの8月の1位の値の日,統計開始年
55191,富山県,南砺高宮（ナントタカミヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,62.0,8,2008,07,08,54,8,1998,08,05,1976
55206,富山県,八尾（ヤツオ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70,8,1979,10,01,68,8,1995,08,21,1976
55217,富山県,立山芦峅（タテヤマアシクラ）,,2020,08,28,23,30,0.0,8,2.0,5,19,01,5,,,60.5,8,2016,07,27,54.0,8,2016,08,26,2010
55252,富山県,五箇山（ゴカヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,75.0,8,2008,07,28,59.5,8,2017,08,12,2004
55267,富山県,猪谷（イノタニ）,,2020,08,28,23,30,0.0,8,5.0,5,16,37,5,,,52.5,8,2008,07,27,49.0,8,2017,08,12,1996
56036,石川県,珠洲（スズ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73,8,2007,08,22,73,8,2007,08,22,1976
56052,石川県,輪島（ワジマ）,47600,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73.7,8,1936,09,15,73.5,8,2013,08,30,1929
56081,石川県,門前（モンゼン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,101,8,2006,08,13,101,8,2006,08,13,1976
56093,石川県,三井（ミイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56.0,8,2011,07,31,49.0,8,2018,08,16,2003
56116,石川県,志賀（シカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56.5,8,2013,08,30,56.5,8,2013,08,30,1976
56146,石川県,七尾（ナナオ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70.0,8,2010,07,09,69.5,8,2017,08,25,1976
56176,石川県,羽咋（ハクイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70.5,8,2014,08,08,70.5,8,2014,08,08,1976
56186,石川県,かほく（カホク）,,2020,08,28,23,30,0.0,8,2.5,5,17,27,5,,,65,8,1978,08,16,65,8,1978,08,16,1976
56192,石川県,宝達志水（ホウダツシミズ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,66,8,2005,08,11,66,8,2005,08,11,2003
56227,石川県,金沢（カナザワ）,47605,2020,08,28,23,30,0.0,8,1.5,5,17,15,5,,,77.3,8,1950,09,18,75.7,8,1953,08,24,1937
56232,石川県,医王山（イオウゼン）,,2020,08,28,23,30,0.0,8,9.0,5,16,31,5,,,76.0,8,2008,07,08,51,8,2003,08,31,2003
56276,石川県,小松（コマツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65.0,8,2012,10,11,44.0,8,2011,08,18,1978
56286,石川県,白山河内（ハクサンカワチ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,62.5,8,2015,06,21,57.5,8,2018,08,16,1976
56301,石川県,加賀菅谷（カガスガタニ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,66,8,1998,09,22,56,8,1988,08,24,1976
56346,石川県,白山白峰（ハクサンシラミネ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,54.0,8,2016,08,20,54.0,8,2016,08,20,1977
56401,石川県,舳倉島（ヘグラジマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,77.0,8,2018,08,31,77.0,8,2018,08,31,2014
57001,福井県,三国（ミクニ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56.5,8,2014,07,20,47.0,8,2013,08,23,1976
57026,福井県,春江（ハルエ）,,2020,08,28,23,30,0.0,8,0.5,5,10,37,5,,,53,8,2004,07,18,38.0,8,2013,08,31,2003
57051,福井県,越廼（コシノ）,,2020,08,28,23,30,0.0,8,1.5,5,11,15,5,,,67.5,8,2008,07,28,53.5,8,2011,08,19,1978
57066,福井県,福井（フクイ）,47616,2020,08,28,23,30,0.0,8,0.0,5,,,,,,75.0,8,2004,07,18,62.5,8,2009,08,02,1940
57071,福井県,美山（ミヤマ）,,2020,08,28,23,30,0.0,8,0.5,5,10,14,5,,,96,8,2004,07,18,48.0,8,2011,08,17,1976
57082,福井県,勝山（カツヤマ）,,2020,08,28,23,30,0.0,8,0.5,5,15,46,5,,,58.5,8,2008,08,28,58.5,8,2008,08,28,1993
57106,福井県,武生（タケフ）,,2020,08,28,23,30,0.0,8,1.5,5,18,23,5,,,52.0,8,2018,08,16,52.0,8,2018,08,16,2005
57121,福井県,大野（オオノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.5,8,2008,08,28,64.5,8,2008,08,28,1976
57176,福井県,九頭竜（クズリュウ）,,2020,08,28,23,30,0.0,8,1.0,5,15,23,5,,,94,8,2004,08,09,94,8,2004,08,09,1982
57206,福井県,今庄（イマジョウ）,,2020,08,28,23,30,0.0,8,4.0,5,17,47,5,,,63,8,1998,08,07,63,8,1998,08,07,1976
57248,福井県,敦賀（ツルガ）,47631,2020,08,28,23,30,0.0,8,5.0,5,16,34,5,,,58.5,8,2014,06,12,57.9,8,1956,08,04,1937
57286,福井県,美浜（ミハマ）,,2020,08,28,23,30,0.0,8,1.5,5,11,08,5,,,95,8,1999,08,14,95,8,1999,08,14,1976
57311,福井県,大飯（オオイ）,,2020,08,28,23,30,0.0,8,4.5,5,12,04,5,,,61,8,2005,08,13,61,8,2005,08,13,1995
57317,福井県,小浜（オバマ）,,2020,08,28,23,30,0.0,8,9.0,5,15,22,5,,,65.5,8,2018,08,24,65.5,8,2018,08,24,1976
60026,滋賀県,柳ケ瀬（ヤナガセ）,,2020,08,28,23,30,0.0,8,20.5,5,16,34,5,,,57,8,1990,07,24,53,8,1977,08,17,1976
60051,滋賀県,今津（イマヅ）,,2020,08,28,23,30,0.0,8,3.5,5,10,29,5,,,81,8,1999,09,15,40,8,1980,08,26,1976
60061,滋賀県,長浜（ナガハマ）,,2020,08,28,23,30,0.0,8,8.5,5,16,25,5,,,50.5,8,2008,07,18,48.5,8,2012,08,14,1976
60081,滋賀県,朽木平良（クツキヘラ）,,2020,08,28,23,30,0.0,8,4.0,5,14,23,5,,,79.5,8,2018,09,04,79.5,8,2014,08,23,2006
60102,滋賀県,米原（マイバラ）,,2020,08,28,23,30,0.0,8,1.5,5,15,47,5,,,64,8,2002,07,09,57.5,8,2014,08,16,2001
60116,滋賀県,南小松（ミナミコマツ）,,2020,08,28,23,30,0.0,8,2.0,5,14,15,5,,,68.5,8,2012,08,18,68.5,8,2012,08,18,1976
60131,滋賀県,彦根（ヒコネ）,47761,2020,08,28,23,30,0.0,8,2.5,5,10,00,5,,,63.5,8,2001,07,17,58.0,8,1962,08,25,1894
60161,滋賀県,近江八幡（オウミハチマン）,,2020,08,28,23,30,0.0,8,2.0,5,06,27,5,,,65.0,8,2012,08,18,65.0,8,2012,08,18,1976
60196,滋賀県,東近江（ヒガシオウミ）,,2020,08,28,23,30,0.0,8,3.5,5,06,46,5,,,64,8,1984,07,21,45,8,1982,08,09,1976
60216,滋賀県,大津（オオツ）,,2020,08,28,23,30,0.0,8,15.0,5,18,19,5,,,76,8,2004,07,10,52,8,1995,08,16,1977
60226,滋賀県,信楽（シガラキ）,,2020,08,28,23,30,0.0,8,4.0,5,07,55,5,,,61.0,8,2019,07,23,48.0,8,2010,08,24,1976
60236,滋賀県,土山（ツチヤマ）,,2020,08,28,23,30,0.0,8,3.5,5,07,04,5,,,60,8,1984,07,21,50,8,1980,08,27,1976
61001,京都府,間人（タイザ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,51,8,1995,09,03,46.0,8,2013,08,01,1976
61031,京都府,峰山（ミネヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,81.0,8,2008,07,28,51.0,8,2020,08,11,1976
61076,京都府,宮津（ミヤヅ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,71.0,8,2008,07,28,52,8,1988,08,25,1976
61096,京都府,坂浦（サカウラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65.5,8,2018,07,07,39.5,8,2016,08,26,2013
61111,京都府,舞鶴（マイヅル）,47750,2020,08,28,23,30,0.0,8,0.0,5,,,,,,80.2,8,1957,07,16,52.0,8,2004,08,17,1947
61151,京都府,睦寄（ムツヨリ）,,2020,08,28,23,30,0.0,8,2.5,5,12,17,5,,,73,8,1998,07,29,54,8,1980,08,23,1977
61187,京都府,福知山（フクチヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,79.5,8,2018,08,29,79.5,8,2018,08,29,1976
61191,京都府,綾部（アヤベ）,,2020,08,28,23,30,0.0,8,3.5,5,11,56,5,,,82.5,8,2014,09,05,74.0,8,2017,08,10,1982
61192,京都府,三和（ミワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,78,8,1999,09,21,62.5,8,2009,08,01,1982
61201,京都府,本庄（ホンジョウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,81,8,1976,09,10,49.5,8,2010,08,10,1976
61206,京都府,美山（ミヤマ）,,2020,08,28,23,30,0.0,8,5.0,5,12,37,5,,,76,8,1988,08,24,76,8,1988,08,24,1978
61241,京都府,須知（シュウチ）,,2020,08,28,23,30,0.0,8,0.5,5,12,44,5,,,52,8,2000,08,07,52,8,2000,08,07,1982
61242,京都府,園部（ソノベ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,66,8,2003,08,19,66,8,2003,08,19,2002
61251,京都府,京北（ケイホク）,,2020,08,28,23,30,0.0,8,6.0,5,12,39,5,,,85.5,8,2018,08,24,85.5,8,2018,08,24,1976
61286,京都府,京都（キョウト）,47759,2020,08,28,23,30,0.0,8,5.0,5,12,06,5,,,88.0,8,1980,08,26,88.0,8,1980,08,26,1906
61306,京都府,長岡京（ナガオカキョウ）,,2020,08,28,23,30,0.0,8,3.0,5,20,55,5,,,99,8,1987,09,10,69,8,1983,08,21,1976
61326,京都府,京田辺（キョウタナベ）,,2020,08,28,23,30,0.0,8,4.5,5,09,40,5,,,78.0,8,2012,08,14,78.0,8,2012,08,14,1976
62016,大阪府,能勢（ノセ）,,2020,08,28,23,30,0.0,8,2.5,5,20,18,5,,,84.5,8,2018,08,24,84.5,8,2018,08,24,1976
62037,大阪府,茨木（イバラキ）,,2020,08,28,23,30,0.0,8,1.0,5,11,09,5,,,72.0,8,2012,08,14,72.0,8,2012,08,14,2009
62046,大阪府,枚方（ヒラカタ）,,2020,08,28,23,30,0.0,8,1.5,5,10,25,5,,,91.0,8,2012,08,14,91.0,8,2012,08,14,1976
62051,大阪府,豊中（トヨナカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,110,8,2006,08,22,110,8,2006,08,22,1976
62078,大阪府,大阪（オオサカ）,47772,2020,08,28,23,30,0.0,8,0.0,5,,,,,,77.5,8,2011,08,27,77.5,8,2011,08,27,1889
62081,大阪府,生駒山（イコマヤマ）,,2020,08,28,23,30,0.0,8,3.0,5,09,25,5,,,75,8,1999,08,11,75,8,1999,08,11,1976
62091,大阪府,堺（サカイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,93.5,8,2008,09,05,74,8,1988,08,24,1976
62096,大阪府,八尾（ヤオ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,61,8,2004,05,13,45.5,8,2012,08,31,2003
62101,大阪府,関空島（カンクウジマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,79.0,8,2014,10,13,37,8,2003,08,26,2003
62111,大阪府,河内長野（カワチナガノ）,,2020,08,28,23,30,0.0,8,1.0,5,13,10,5,,,59,8,1995,07,04,53,8,1980,08,07,1976
62131,大阪府,熊取（クマトリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67,8,2003,08,26,67,8,2003,08,26,1976
63016,兵庫県,香住（カスミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,87,8,2004,08,14,87,8,2004,08,14,1976
63032,兵庫県,温泉（オンセン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,75.5,8,2010,08,30,75.5,8,2010,08,30,2006
63051,兵庫県,豊岡（トヨオカ）,47747,2020,08,28,23,30,0.0,8,2.0,5,16,05,5,,,59.5,8,2004,08,14,59.5,8,2004,08,14,1926
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2020,08,28,23,30,0.0,8,4.0,5,14,16,5,,,67.0,8,2011,08,25,67.0,8,2011,08,25,2005
63111,兵庫県,大屋（オオヤ）,,2020,08,28,23,30,0.0,8,2.0,5,17,03,5,,,89.5,8,2016,09,08,50,8,1988,08,24,1976
63116,兵庫県,八鹿（ヨウカ）,,2020,08,28,23,30,0.0,8,8.0,5,15,15,5,,,63.0,8,2011,08,16,63.0,8,2011,08,16,2005
63121,兵庫県,和田山（ワダヤマ）,,2020,08,28,23,30,0.0,8,3.5,5,16,20,5,,,68.5,8,2010,07,01,58,8,2006,08,21,1976
63201,兵庫県,生野（イクノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73.0,8,2019,06,21,56,8,2002,08,14,1976
63216,兵庫県,柏原（カイバラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,94.0,8,2013,09,02,68.0,8,2009,08,01,1976
63241,兵庫県,佐用（サヨウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,89.0,8,2009,08,09,89.0,8,2009,08,09,1976
63251,兵庫県,一宮（イチノミヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,86.5,8,2012,07,20,78.0,8,2009,08,09,1976
63321,兵庫県,福崎（フクサキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,69.5,8,2009,08,02,69.5,8,2009,08,02,1976
63331,兵庫県,西脇（ニシワキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64,8,1983,09,28,61.5,8,2014,08,24,1976
63346,兵庫県,後川（シツカワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,66,8,1998,09,22,62.5,8,2018,08,24,1976
63366,兵庫県,上郡（カミゴオリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56,8,2007,08,22,56,8,2007,08,22,1976
63383,兵庫県,姫路（ヒメジ）,47769,2020,08,28,23,30,0.0,8,0.0,5,,,,,,79.0,8,2011,09,04,70.5,8,1982,08,08,1949
63411,兵庫県,三田（サンダ）,,2020,08,28,23,30,0.0,8,0.5,5,14,22,5,,,66.0,8,2014,08,16,66.0,8,2014,08,16,1976
63461,兵庫県,三木（ミキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,59.0,8,2008,07,08,54.0,8,2011,08,27,1977
63477,兵庫県,西宮（ニシノミヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,78.0,8,2013,08,25,78.0,8,2013,08,25,2006
63491,兵庫県,家島（イエシマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,96,4,1976,09,10,54.5,8,2013,08,25,1976
63496,兵庫県,明石（アカシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,63,8,2004,09,29,47,8,2006,08,19,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.5,8,2014,08,10,64.5,8,2014,08,10,2006
63518,兵庫県,神戸（コウベ）,47770,2020,08,28,23,30,0.0,8,0.0,5,,,,,,87.7,8,1939,08,01,87.7,8,1939,08,01,1897
63551,兵庫県,郡家（グンゲ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,104,8,2004,09,29,72,8,2003,08,09,1976
63571,兵庫県,洲本（スモト）,47776,2020,08,28,23,30,0.0,8,0.0,5,,,,,,95.2,8,1965,09,16,83.0,8,2004,08,17,1919
63588,兵庫県,南淡（ナンダン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,63,8,2004,08,17,63,8,2004,08,17,2004
64036,奈良県,奈良（ナラ）,47780,2020,08,28,23,30,0.0,8,2.0,5,09,40,5,,,79.0,8,2000,05,13,58.0,8,2013,08,05,1953
64041,奈良県,針（ハリ）,,2020,08,28,23,30,0.0,8,7.0,5,17,37,5,,,71,8,1977,07,27,50,8,1982,08,09,1976
64056,奈良県,田原本（タワラモト）,,2020,08,28,23,30,0.0,8,47.0,5,19,16,5,,,80.0,8,2010,08,27,80.0,8,2010,08,27,1976
64076,奈良県,曽爾（ソニ）,,2020,08,28,23,30,0.0,8,32.0,5,05,06,5,,,93.5,8,2018,07,29,78.0,8,2010,08,25,1976
64091,奈良県,葛城（カツラギ）,,2020,08,28,23,30,0.0,8,17.0,5,19,06,5,,,75.5,8,2017,09,12,48.0,8,2014,08,24,1981
64101,奈良県,大宇陀（オオウダ）,,2020,08,28,23,30,0.0,8,2.0,5,18,14,5,,,59.0,8,2017,09,12,56.5,8,2020,08,25,1976
64127,奈良県,五條（ゴジョウ）,,2020,08,28,23,30,0.0,8,12.0,5,18,08,5,,,48.5,8,2016,07,28,33.5,8,2009,08,11,2005
64136,奈良県,吉野（ヨシノ）,,2020,08,28,23,30,0.0,8,7.5,5,16,10,5,,,63,8,1995,08,23,63,8,1995,08,23,1991
64161,奈良県,天川（テンカワ）,,2020,08,28,23,30,0.0,8,2.5,5,16,13,5,,,73.5,8,2012,09,07,46.5,8,2014,08,23,2010
64206,奈良県,上北山（カミキタヤマ）,,2020,08,28,23,30,0.0,8,0.5,5,02,20,5,,,81,8,2004,08,05,81,8,2004,08,05,1976
64227,奈良県,風屋（カゼヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,62.0,8,2009,08,10,62.0,8,2009,08,10,1977
64236,奈良県,下北山（シモキタヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,82.0,8,2018,08,24,82.0,8,2018,08,24,2014
64261,奈良県,玉置山（タマキヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,72.0,8,2011,08,18,72.0,8,2011,08,18,1976
65021,和歌山県,葛城山（カツラギサン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,82,8,2003,08,26,82,8,2003,08,26,1976
65026,和歌山県,かつらぎ（カツラギ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,78,8,2003,08,26,78,8,2003,08,26,1979
65036,和歌山県,友ケ島（トモガシマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,88,8,2003,10,13,60,8,2004,08,17,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2020,08,28,23,30,0.0,8,0.0,5,,,,,,122.5,8,2009,11,11,57.0,8,2019,08,19,1933
65061,和歌山県,高野山（コウヤサン）,,2020,08,28,23,30,0.0,8,4.5,5,17,23,5,,,72,8,1976,07,28,66,8,2000,08,17,1976
65106,和歌山県,湯浅（ユアサ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,80.0,8,2017,08,07,80.0,8,2017,08,07,1976
65121,和歌山県,清水（シミズ）,,2020,08,28,23,30,0.0,8,5.5,5,17,55,5,,,69.0,8,2016,09,28,67,8,2007,08,23,1976
65127,和歌山県,護摩壇山（ゴマダンザン）,,2020,08,28,23,30,0.0,8,6.5,5,16,58,5,,,70.0,8,2018,09,04,52.0,8,2018,08,24,2010
65162,和歌山県,龍神（リュウジン）,,2020,08,28,23,30,0.0,8,8.5,5,16,24,5,,,79,8,2001,10,01,77.5,8,2018,08,23,1994
65201,和歌山県,川辺（カワベ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,99,8,2006,07,05,48,8,2003,08,07,1999
65226,和歌山県,本宮（ホングウ）,,2020,08,28,23,30,0.0,8,2.0,5,16,47,5,,,76,8,2002,07,09,72.5,8,2018,08,23,1976
65256,和歌山県,栗栖川（クリスガワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,102,8,2001,08,09,102,8,2001,08,09,1976
65276,和歌山県,新宮（シングウ）,,2020,08,28,23,30,0.5,8,0.5,5,23,30,5,,,132.5,8,2011,09,04,55.0,8,2015,08,28,1976
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,97.5,8,2016,07,09,57.5,8,2012,08,11,2006
65306,和歌山県,西川（ニシカワ）,,2020,08,28,23,30,0.0,8,0.5,5,10,12,5,,,89.5,8,2018,08,23,89.5,8,2018,08,23,1979
65311,和歌山県,色川（イロカワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,96,8,1988,09,06,89.0,8,2011,08,01,1977
65321,和歌山県,日置川（ヒキガワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,89.5,8,2017,06,21,67.0,8,2018,08,23,1976
65356,和歌山県,潮岬（シオノミサキ）,47778,2020,08,28,23,30,0.0,8,0.0,5,,,,,,145.0,8,1972,11,14,84.5,8,2007,08,23,1937
66046,岡山県,上長田（カミナガタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73.0,8,2013,07,15,61.5,8,2011,08,25,1978
66056,岡山県,恩原（オンバラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,54,8,1998,10,17,52,8,1997,08,05,1981
66091,岡山県,千屋（チヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,52.5,8,2019,09,03,50.5,8,2012,08,13,1978
66112,岡山県,富（トミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,62,8,2007,08,19,62,8,2007,08,19,2006
66127,岡山県,奈義（ナギ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,66,8,2002,07,10,63,8,1986,08,21,1977
66136,岡山県,今岡（イマオカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73.5,8,2019,07,08,59.0,8,2009,08,09,1976
66171,岡山県,久世（クセ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,61.5,8,2012,07,20,56,8,1990,08,17,1976
66186,岡山県,津山（ツヤマ）,47756,2020,08,28,23,30,0.0,8,0.0,5,,,,,,93.0,8,1977,09,03,87.0,8,2013,08,05,1943
66221,岡山県,新見（ニイミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,58,8,2005,07,01,52.0,8,2013,08,21,1978
66226,岡山県,下呰部（シモアザエ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67,8,1982,08,07,67,8,1982,08,07,1976
66237,岡山県,旭西（アサヒニシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67.5,8,2013,08,05,67.5,8,2013,08,05,2010
66251,岡山県,赤磐（アカイワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64,8,2004,08,05,64,8,2004,08,05,1976
66276,岡山県,陣山（ジンヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.5,8,2012,07,07,54,8,2005,08,09,1976
66287,岡山県,吉備中央（キビチュウオウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65.0,8,2012,07,21,38.0,8,2015,08,17,2006
66296,岡山県,福渡（フクワタリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,61,8,1982,08,07,61,8,1982,08,07,1976
66306,岡山県,和気（ワケ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,87,8,2003,08,08,87,8,2003,08,08,1976
66336,岡山県,高梁（タカハシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,55,8,1988,06,27,52,8,1990,08,17,1976
66346,岡山県,日応寺（ニチオウジ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,49.5,8,2017,07,29,46.5,8,2011,08,12,2003
66381,岡山県,佐屋（サヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,61,8,2007,08,19,61,8,2007,08,19,1976
66391,岡山県,矢掛（ヤカゲ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,60,8,1988,08,24,60,8,1988,08,24,1976
66408,岡山県,岡山（オカヤマ）,47768,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73.5,8,1994,07,07,53.7,8,1954,08,30,1933
66421,岡山県,虫明（ムシアゲ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,81,8,2004,08,05,81,8,2004,08,05,1976
66446,岡山県,倉敷（クラシキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,47,8,1990,07,29,38,8,1996,08,14,1976
66481,岡山県,笠岡（カサオカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46.5,8,2008,07,05,44.0,8,2008,08,29,1976
66501,岡山県,玉野（タマノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48,8,2004,09,29,37,8,1996,08,14,1976
67016,広島県,高野（タカノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73,8,2005,08,15,73,8,2005,08,15,1976
67026,広島県,道後山（ドウゴヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.0,8,2011,07,24,55.5,8,2011,08,01,2006
67052,広島県,君田（キミタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,78,8,2006,08,21,78,8,2006,08,21,2006
67106,広島県,三次（ミヨシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,74,8,1996,07,22,49.0,8,2012,08,17,1976
67116,広島県,庄原（ショウバラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.0,8,2010,07,16,64,8,1998,08,22,1976
67126,広島県,東城（トウジョウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,69.5,8,2012,07,28,56,8,2004,08,09,1976
67136,広島県,八幡（ヤワタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,72,8,1995,08,31,72,8,1995,08,31,1978
67151,広島県,大朝（オオアサ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,54,8,2006,08,21,54,8,2006,08,21,1976
67161,広島県,美土里（ミドリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,68.5,8,2015,07,10,52.5,8,2011,08,26,2006
67191,広島県,油木（ユキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,79,8,2004,08,06,79,8,2004,08,06,1978
67211,広島県,王泊（オオドマリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65.0,8,2019,06,21,65,8,1998,08,09,1978
67212,広島県,加計（カケ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,85,8,1992,08,25,85,8,1992,08,25,1976
67217,広島県,都志見（ツシミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70.0,8,2014,08,20,70.0,8,2014,08,20,2006
67231,広島県,甲田（コウダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,72.5,8,2019,09,03,63,8,2005,08,15,1976
67251,広島県,上下（ジョウゲ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,74.0,8,2016,07,31,62,8,1997,08,05,1976
67271,広島県,内黒山（ウチグロヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,62,8,1995,07,22,47.0,8,2018,08,25,1976
67292,広島県,三入（ミイリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,101.0,8,2014,08,20,101.0,8,2014,08,20,1976
67306,広島県,安宿（アスカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,59.0,8,2014,07,19,35.0,8,2015,08,17,2010
67316,広島県,世羅（セラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48.5,8,2017,09,12,47.5,8,2015,08,17,1976
