観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの8月の1位の値(mm),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の年,昨日までの8月の1位の値の月,昨日までの8月の1位の値の日,統計開始年
83371,大分県,竹田（タケタ）,,2020,08,28,23,30,0.0,8,0.5,5,07,30,5,,,78.0,8,2009,08,10,78.0,8,2009,08,10,1976
83401,大分県,佐伯（サイキ）,,2020,08,28,23,30,0.0,8,0.5,5,09,27,5,,,117.5,8,2020,01,27,64,8,2006,08,18,1976
83431,大分県,宇目（ウメ）,,2020,08,28,23,30,0.0,8,1.5,5,00,30,5,,,89.5,8,2017,09,17,67,8,2007,08,02,1977
83476,大分県,蒲江（カマエ）,,2020,08,28,23,30,0.0,8,3.0,4,05,10,4,,,122,8,2006,09,16,83,8,1988,08,11,1976
84012,長崎県,鰐浦（ワニウラ）,,2020,08,28,23,30,0.0,8,0.5,5,15,38,5,,,89.5,8,2016,09,17,84.0,8,2012,08,23,1995
84072,長崎県,厳原（イヅハラ）,47800,2020,08,28,23,30,0.0,8,7.0,5,11,39,5,,,116.0,8,2003,07,23,90.0,8,1980,08,25,1904
84076,長崎県,美津島（ミツシマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,93.0,8,2015,09,01,83,8,2007,08,30,2003
84121,長崎県,芦辺（アシベ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,120.0,8,2017,06,29,61,8,2003,08,31,1977
84122,長崎県,石田（イシダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,111.0,8,2009,07,24,61,8,2003,08,25,2003
84171,長崎県,平戸（ヒラド）,47805,2020,08,28,23,30,0.0,8,7.5,5,10,30,5,,,125.5,8,1999,09,02,114.5,8,2011,08,23,1940
84183,長崎県,松浦（マツウラ）,,2020,08,28,23,30,0.0,8,4.0,5,11,14,5,,,73.0,8,2014,11,25,70.5,8,2014,08,15,2011
84266,長崎県,佐世保（サセボ）,47812,2020,08,28,23,30,0.0,8,13.5,5,05,57,5,,,125.1,8,1967,07,09,102.4,8,1956,08,27,1946
84341,長崎県,有川（アリカワ）,,2020,08,28,23,30,0.0,8,24.0,5,08,38,5,,,120.0,8,2011,10,14,73,8,1992,08,12,1977
84356,長崎県,大瀬戸（オオセト）,,2020,08,28,23,30,0.0,8,16.0,5,04,44,5,,,105.0,8,2012,10,28,98,8,2003,08,26,1976
84361,長崎県,長浦岳（ナガウラダケ）,,2020,08,28,23,30,0.0,8,22.0,5,04,41,5,,,153,8,1982,07,23,96.5,8,2011,08,26,1976
84371,長崎県,大村（オオムラ）,,2020,08,28,23,30,0.0,8,5.5,5,09,44,5,,,94.5,8,2020,07,06,74.5,8,2015,08,12,1976
84441,長崎県,諫早（イサハヤ）,,2020,08,28,23,30,0.0,8,4.0,5,09,45,5,,,101,8,1999,07,23,83.5,8,2011,08,23,1976
84496,長崎県,長崎（ナガサキ）,47817,2020,08,28,23,30,0.0,8,14.5,5,07,06,5,,,127.5,8,1982,07,23,86.2,8,1927,08,27,1897
84519,長崎県,雲仙岳（ウンゼンダケ）,47818,2020,08,28,23,30,0.0,8,16.5,5,07,15,5,,,134.5,8,2015,08,25,134.5,8,2015,08,25,1937
84523,長崎県,島原（シマバラ）,,2020,08,28,23,30,0.0,8,5.5,5,07,26,5,,,97.0,8,2016,06,20,53.5,8,2010,08,03,2006
84536,長崎県,福江（フクエ）,47843,2020,08,28,23,30,0.0,8,17.0,5,08,38,5,,,113.5,8,1967,07,09,81.5,8,1991,08,09,1962
84537,長崎県,上大津（カミオオヅ）,,2020,08,28,23,30,0.0,8,24.5,5,08,36,5,,,94,8,2003,09,11,67,8,2006,08,27,2003
84561,長崎県,口之津（クチノツ）,,2020,08,28,23,30,0.0,8,6.0,5,06,53,5,,,82.0,8,2017,07,06,69.0,8,2011,08,15,1976
84596,長崎県,野母崎（ノモザキ）,,2020,08,28,23,30,0.0,8,18.5,5,03,37,5,,,80,8,1996,07,03,59,8,2002,08,24,1991
85033,佐賀県,唐津（カラツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70.0,8,2017,08,26,70.0,8,2017,08,26,2010
85046,佐賀県,北山（ホクザン）,,2020,08,28,23,30,0.0,8,1.5,5,09,25,5,,,80.0,8,2010,07,14,53.0,8,2016,08,28,2010
85106,佐賀県,鳥栖（トス）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,81.5,8,2019,07,21,72.0,8,2015,08,25,2010
85116,佐賀県,伊万里（イマリ）,,2020,08,28,23,30,0.0,8,1.5,5,11,30,5,,,99,8,2006,09,16,61.0,8,2017,08,14,1976
85131,佐賀県,大町（オオマチ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,46.5,8,2020,06,27,16.0,8,2020,08,07,2019
85142,佐賀県,佐賀（サガ）,47813,2020,08,28,23,30,0.0,8,0.5,5,09,33,5,,,110.0,8,2019,08,28,110.0,8,2019,08,28,1926
85161,佐賀県,嬉野（ウレシノ）,,2020,08,28,23,30,0.0,8,1.0,5,11,04,5,,,84.5,8,2018,07,06,70,8,2003,08,26,1977
85166,佐賀県,白石（シロイシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,109.5,8,2019,08,28,109.5,8,2019,08,28,1976
85176,佐賀県,川副（カワソエ）,,2020,08,28,23,30,0.0,8,0.5,5,09,18,5,,,60.5,4,2019,07,21,58.0,8,2013,08,05,2003
86006,熊本県,鹿北（カホク）,,2020,08,28,23,30,0.0,8,9.0,5,22,16,5,,,95.5,8,2017,08,15,95.5,8,2017,08,15,1976
86066,熊本県,南小国（ミナミオグニ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,98,8,2005,07,10,71.0,8,2016,08,26,1976
86086,熊本県,岱明（タイメイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,91.5,8,2013,08,04,91.5,8,2013,08,04,1976
86101,熊本県,菊池（キクチ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,91,8,2006,07,02,55,8,1980,08,29,1976
86111,熊本県,阿蘇乙姫（アソオトヒメ）,,2020,08,28,23,30,0.0,8,0.5,5,09,46,5,,,108.0,8,2012,07,12,77.0,8,2013,08,25,1978
86141,熊本県,熊本（クマモト）,47819,2020,08,28,23,30,0.0,8,0.0,5,,,,,,94.0,8,2016,06,20,64.5,8,1956,08,27,1890
86146,熊本県,益城（マシキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,114,8,2006,06,26,60.5,8,2013,08,26,1976
86157,熊本県,南阿蘇（ミナミアソ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,77.0,8,2016,07,14,38.5,8,2016,08,01,2015
86161,熊本県,高森（タカモリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,80,8,1988,05,03,56,8,1987,08,02,1976
86181,熊本県,宇土（ウト）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,122.0,8,2016,06,20,59,8,2006,08,26,2006
86197,熊本県,山都（ヤマト）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,126.5,8,2016,06,21,60.0,8,2017,08,15,2010
86216,熊本県,三角（ミスミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,104.0,8,2016,06,20,60.0,8,2013,08,04,1976
86236,熊本県,甲佐（コウサ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,150.0,8,2016,06,21,81.0,8,2017,08,15,1976
86271,熊本県,松島（マツシマ）,,2020,08,28,23,30,0.0,8,0.5,5,07,45,5,,,79.0,8,2009,10,02,76,8,2003,08,26,1976
86316,熊本県,本渡（ホンド）,,2020,08,28,23,30,0.0,8,6.0,5,06,09,5,,,90.5,8,2009,10,02,66.0,8,2015,08,25,1976
86336,熊本県,八代（ヤツシロ）,,2020,08,28,23,30,0.0,8,0.5,5,19,48,5,,,77,8,2007,07,07,75.5,8,2008,08,19,1976
86396,熊本県,田浦（タノウラ）,,2020,08,28,23,30,0.0,8,1.0,5,07,33,5,,,100,8,2005,07,06,62.5,8,2014,08,06,1976
86407,熊本県,山江（ヤマエ）,,2020,08,28,23,30,0.0,8,1.5,5,07,32,5,,,89.5,8,2009,10,02,81,8,1993,08,01,1990
86411,熊本県,五木（イツキ）,,2020,08,28,23,30,0.0,8,1.5,5,07,57,5,,,98.5,8,2012,07,12,56.0,8,2015,08,25,2012
86451,熊本県,水俣（ミナマタ）,,2020,08,28,23,30,0.0,8,1.0,5,07,55,5,,,90.5,8,2020,05,04,77,8,2003,08,26,1976
86461,熊本県,一勝地（イッショウチ）,,2020,08,28,23,30,0.0,8,1.5,5,07,29,5,,,83.5,8,2020,07,04,53.0,8,2020,08,22,2006
86467,熊本県,人吉（ヒトヨシ）,47824,2020,08,28,23,30,0.0,8,0.5,5,08,58,5,,,103.5,8,1996,07,03,53.5,8,2015,08,29,1943
86477,熊本県,上（ウエ）,,2020,08,28,23,30,0.0,8,0.5,5,08,35,5,,,81,8,1996,07,03,47,8,1993,08,01,1977
86478,熊本県,多良木（タラギ）,,2020,08,28,23,30,0.0,8,0.5,5,07,58,5,,,88.0,8,2009,10,02,47.5,8,2014,08,01,2006
86481,熊本県,湯前横谷（ユノマエヨコタニ）,,2020,08,28,23,30,0.0,8,2.5,5,11,44,5,,,82.0,8,2017,07,22,72,8,1993,08,01,1976
86491,熊本県,牛深（ウシブカ）,47838,2020,08,28,23,30,0.0,8,12.0,5,02,58,5,,,98.0,8,2020,07,04,97.6,8,1949,08,12,1949
87041,宮崎県,高千穂（タカチホ）,,2020,08,28,23,30,0.0,8,1.5,5,05,27,5,,,73,8,1993,08,09,73,8,1993,08,09,1976
87066,宮崎県,古江（フルエ）,,2020,08,28,23,30,0.0,8,4.0,5,04,46,5,,,95.5,8,2019,08,06,95.5,8,2019,08,06,1977
87071,宮崎県,鞍岡（クラオカ）,,2020,08,28,23,30,0.0,8,0.5,5,06,00,5,,,97.5,8,2016,06,21,82,8,1997,08,18,1979
87086,宮崎県,日之影（ヒノカゲ）,,2020,08,28,23,30,0.0,8,8.5,5,04,49,5,,,58.0,8,2017,09,17,50.5,8,2011,08,06,2010
87127,宮崎県,諸塚（モロツカ）,,2020,08,28,23,30,0.0,8,7.0,5,04,21,5,,,116,8,1990,08,11,116,8,1990,08,11,1979
87136,宮崎県,北方（キタカタ）,,2020,08,28,23,30,0.0,8,4.0,5,04,13,5,,,72,8,2003,09,11,71,8,2007,08,02,1987
87141,宮崎県,延岡（ノベオカ）,47822,2020,08,28,23,30,0.0,8,12.0,5,00,35,5,,,82.7,8,1963,10,25,69.0,8,1963,08,02,1961
87157,宮崎県,椎葉（シイバ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.5,8,2013,08,13,64.5,8,2013,08,13,2011
87181,宮崎県,日向（ヒュウガ）,,2020,08,28,23,30,0.0,8,10.5,5,02,36,5,,,89.0,8,2016,09,19,50.5,8,2018,08,11,1976
87206,宮崎県,神門（ミカド）,,2020,08,28,23,30,0.0,8,13.0,5,03,58,5,,,123,8,2004,08,17,123,8,2004,08,17,1979
87231,宮崎県,西米良（ニシメラ）,,2020,08,28,23,30,0.0,8,0.5,5,06,42,5,,,74,8,1999,09,14,72,8,1997,08,18,1979
87251,宮崎県,都農（ツノ）,,2020,08,28,23,30,0.0,8,6.0,5,02,08,5,,,76.5,8,2018,09,12,66.5,8,2015,08,24,2010
87293,宮崎県,高鍋（タカナベ）,,2020,08,28,23,30,0.0,8,9.5,5,03,56,5,,,96.0,8,2018,09,30,34.0,8,2019,08,06,2017
87301,宮崎県,加久藤（カクトウ）,,2020,08,28,23,30,0.0,8,1.0,5,07,01,5,,,74.5,8,2020,07,04,58,8,1997,08,19,1976
87331,宮崎県,西都（サイト）,,2020,08,28,23,30,0.0,8,12.5,5,03,37,5,,,84,8,2007,07,13,72,8,2003,08,08,1976
87346,宮崎県,えびの（エビノ）,,2020,08,28,23,30,0.0,8,6.0,5,06,44,5,,,110.0,8,2010,07,03,70,8,1993,08,01,1976
87352,宮崎県,小林（コバヤシ）,,2020,08,28,23,30,0.0,8,12.0,5,19,25,5,,,72,8,2006,07,02,56,8,2006,08,13,2000
87361,宮崎県,野尻（ノジリ）,,2020,08,28,23,30,0.0,8,3.5,5,15,19,5,,,72.0,8,2016,06,21,47,8,2004,08,02,1976
87371,宮崎県,国富（クニトミ）,,2020,08,28,23,30,0.0,8,11.5,5,03,26,5,,,81.5,8,2017,09,17,76,8,1989,08,21,1976
87376,宮崎県,宮崎（ミヤザキ）,47830,2020,08,28,23,30,0.0,8,12.5,5,03,13,5,,,139.5,8,1995,09,30,70.0,8,1993,08,09,1925
87406,宮崎県,田野（タノ）,,2020,08,28,23,30,0.0,8,14.0,5,03,07,5,,,70.0,8,2017,09,16,38.5,8,2019,08,26,2017
87412,宮崎県,赤江（アカエ）,,2020,08,28,23,30,0.0,8,10.5,5,03,19,5,,,110.5,8,2016,09,20,64.5,8,2014,08,09,2003
87426,宮崎県,都城（ミヤコノジョウ）,47829,2020,08,28,23,30,0.0,8,15.0,5,02,10,5,,,96.5,8,2012,07,22,76.5,8,2008,08,05,1942
87461,宮崎県,深瀬（フカセ）,,2020,08,28,23,30,0.0,8,8.0,5,02,41,5,,,77.0,8,2016,07,08,70.5,8,2014,08,09,1977
87492,宮崎県,油津（アブラツ）,47835,2020,08,28,23,30,0.0,8,30.5,5,02,26,5,,,89.5,8,1981,09,25,73.5,8,2007,08,07,1949
87501,宮崎県,串間（クシマ）,,2020,08,28,23,30,0.0,8,9.0,5,01,54,5,,,78.5,8,2016,09,17,72,8,1984,08,25,1976
88061,鹿児島県,阿久根（アクネ）,47823,2020,08,28,23,30,0.0,8,26.5,5,04,26,5,,,107.0,8,1972,06,27,96.5,8,2015,08,29,1939
88066,鹿児島県,出水（イズミ）,,2020,08,28,23,30,0.0,8,1.5,5,05,38,5,,,74,8,1979,07,17,55,8,1997,08,06,1976
88081,鹿児島県,大口（オオクチ）,,2020,08,28,23,30,0.0,8,2.5,5,06,40,5,,,94.5,8,2010,08,24,94.5,8,2010,08,24,1976
88101,鹿児島県,紫尾山（シビサン）,,2020,08,28,23,30,0.0,8,4.0,5,06,14,5,,,89,8,1988,07,18,75.5,8,2015,08,29,1976
88107,鹿児島県,さつま柏原（サツマカシワバル）,,2020,08,28,23,30,0.0,8,6.0,5,06,14,5,,,104,8,1991,07,27,60,8,1992,08,08,1976
88131,鹿児島県,中甑（ナカコシキ）,,2020,08,28,23,30,0.0,8,39.5,5,05,19,5,,,107.5,8,2017,05,12,89.0,8,2015,08,25,1976
88151,鹿児島県,川内（センダイ）,,2020,08,28,23,30,0.0,8,7.0,5,05,40,5,,,75.5,8,2008,06,21,71,8,2000,08,17,1977
88166,鹿児島県,溝辺（ミゾベ）,,2020,08,28,23,30,0.0,8,7.0,5,06,13,5,,,101.0,8,2012,07,13,77,8,1993,08,01,1976
88211,鹿児島県,八重山（ヤエヤマ）,,2020,08,28,23,30,0.0,8,10.5,5,02,56,5,,,94.5,8,2020,07,03,77.0,8,2013,08,31,1976
88261,鹿児島県,東市来（ヒガシイチキ）,,2020,08,28,23,30,0.0,8,10.0,5,05,19,5,,,98.5,8,2020,07,03,65.5,8,2013,08,31,1976
88286,鹿児島県,牧之原（マキノハラ）,,2020,08,28,23,30,0.0,8,3.5,5,06,01,5,,,96.0,8,2016,09,20,59.5,8,2013,08,05,1976
88317,鹿児島県,鹿児島（カゴシマ）,47827,2020,08,28,23,30,0.0,8,11.5,5,05,25,5,,,104.5,8,1995,08,11,104.5,8,1995,08,11,1902
88331,鹿児島県,輝北（キホク）,,2020,08,28,23,30,0.0,8,2.0,5,09,20,5,,,93,8,2003,09,11,66,8,1984,08,25,1977
88341,鹿児島県,大隅（オオスミ）,,2020,08,28,23,30,0.0,8,22.0,5,01,47,5,,,93,8,2006,07,05,58.0,8,2017,08,27,1977
88371,鹿児島県,加世田（カセダ）,,2020,08,28,23,30,0.0,8,9.0,5,01,26,5,,,87.5,8,2016,09,20,77.0,8,2008,08,20,1976
88392,鹿児島県,吉ケ別府（ヨシガベップ）,,2020,08,28,23,30,0.0,8,1.5,5,08,57,5,,,86.0,8,2020,07,06,63,8,1994,08,13,1977
88406,鹿児島県,志布志（シブシ）,,2020,08,28,23,30,0.0,8,19.0,5,01,00,5,,,88.0,8,2020,07,06,53,8,1993,08,01,1976
88432,鹿児島県,喜入（キイレ）,,2020,08,28,23,30,0.0,8,10.5,5,05,08,5,,,95.0,8,2016,09,20,51,8,1988,08,19,1977
88442,鹿児島県,鹿屋（カノヤ）,,2020,08,28,23,30,0.0,8,1.5,5,08,50,5,,,109.5,8,2020,07,06,68,8,1993,08,02,1977
88447,鹿児島県,肝付前田（キモツキマエダ）,,2020,08,28,23,30,0.0,8,12.0,5,01,29,5,,,75.0,8,2014,06,27,71,8,1994,08,13,1977
88466,鹿児島県,枕崎（マクラザキ）,47831,2020,08,28,23,30,0.0,8,4.5,5,04,46,5,,,127.0,8,2000,06,25,82.9,8,1962,08,10,1937
88486,鹿児島県,指宿（イブスキ）,,2020,08,28,23,30,0.0,8,12.5,5,05,06,5,,,78,8,2000,06,25,77.0,8,2008,08,20,1976
88506,鹿児島県,内之浦（ウチノウラ）,,2020,08,28,23,30,0.0,8,2.5,5,01,23,5,,,128.5,8,2015,04,30,57.5,8,2012,08,01,1976
88536,鹿児島県,田代（タシロ）,,2020,08,28,23,30,0.0,8,2.5,5,03,37,5,,,107,8,2007,06,22,59.0,8,2020,08,27,1977
88551,鹿児島県,佐多（サタ）,,2020,08,28,23,30,0.0,8,21.0,5,07,39,5,,,116.0,8,2010,06,19,84,8,1982,08,02,1977
88612,鹿児島県,種子島（タネガシマ）,47837,2020,08,28,23,30,0.0,8,17.5,5,01,08,5,,,126.0,8,2001,09,02,87.8,8,1958,08,23,1948
88621,鹿児島県,中種子（ナカタネ）,,2020,08,28,23,30,0.0,8,1.0,5,03,35,5,,,77.5,8,2015,06,25,61.5,8,2019,08,30,2006
88666,鹿児島県,上中（カミナカ）,,2020,08,28,23,30,0.0,8,4.0,5,01,35,5,,,115.0,8,2010,07,03,64.5,8,2019,08,30,1976
88686,鹿児島県,屋久島（ヤクシマ）,47836,2020,08,28,23,30,0.0,8,12.5,5,01,50,5,,,125.0,8,1999,05,18,100.0,8,1942,08,27,1937
88706,鹿児島県,尾之間（オノアイダ）,,2020,08,28,23,30,0.0,8,5.0,5,05,48,5,,,100.0,8,2019,05,18,51.0,8,2019,08,30,1976
88736,鹿児島県,中之島（ナカノシマ）,,2020,08,28,23,30,0.0,8,2.5,5,05,05,5,,,129.5,8,2016,09,03,52.5,8,2018,08,22,2002
88746,鹿児島県,平島（タイラジマ）,,2020,08,28,23,30,0.0,8,1.0,5,00,01,5,,,78.0,8,2017,07,05,57.5,8,2018,08,22,2014
88756,鹿児島県,諏訪之瀬島（スワノセジマ）,,2020,08,28,23,30,0.0,8,3.0,5,00,46,5,,,109.5,8,2014,09,21,53.5,8,2017,08,06,2014
88776,鹿児島県,小宝島（コダカラジマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,138.5,8,2018,09,24,45.5,8,2015,08,15,2014
88781,鹿児島県,宝島（タカラジマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,92.5,8,2017,10,14,61.0,8,2017,08,06,2014
88821,鹿児島県,笠利（カサリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,91.0,8,2017,08,05,91.0,8,2017,08,05,2003
88836,鹿児島県,名瀬（ナゼ）,47909,2020,08,28,23,30,0.0,8,3.5,5,17,23,5,,,116.4,8,1949,10,21,92.0,8,2017,08,05,1896
88851,鹿児島県,喜界島（キカイジマ）,,2020,08,28,23,30,0.0,8,1.5,5,02,53,5,,,110.5,8,2017,09,04,64.5,8,2017,08,05,1978
88901,鹿児島県,古仁屋（コニヤ）,,2020,08,28,23,30,0.0,8,10.0,5,17,04,5,,,143.5,8,2011,11,02,87.5,8,2017,08,05,1976
88931,鹿児島県,天城（アマギ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,78.0,4,2015,11,17,70.5,8,2010,08,27,2003
88956,鹿児島県,伊仙（イセン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,114.5,8,2015,07,25,65.0,8,2012,08,27,1977
88971,鹿児島県,沖永良部（オキノエラブ）,47942,2020,08,28,23,30,0.0,8,0.0,5,,,,,,101.0,8,2015,06,19,76.0,8,2020,08,27,1969
88986,鹿児島県,与論島（ヨロンジマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,102,8,1987,10,25,53,8,1999,08,13,1978
91011,沖縄県,伊是名（イゼナ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,95.5,8,2011,10,05,57.5,8,2015,08,24,1977
91021,沖縄県,奥（オク）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,86.0,8,2018,06,16,67.0,8,2020,08,24,1976
91046,沖縄県,国頭（クニガミ）,,2020,08,28,23,30,0.0,8,0.5,5,05,37,5,,,86.0,8,2012,09,16,68.5,8,2012,08,27,2005
91066,沖縄県,本部（モトブ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,77.5,8,2020,06,22,60,8,1999,08,01,1981
91081,沖縄県,東（ヒガシ）,,2020,08,28,23,30,0.0,8,0.5,5,05,16,5,,,90.0,8,2011,10,04,65,8,1999,08,01,1981
91096,沖縄県,粟国（アグニ）,,2020,08,28,23,30,0.0,8,2.5,5,04,50,5,,,103.0,8,2018,06,16,76.5,8,2019,08,19,2003
91107,沖縄県,名護（ナゴ）,47940,2020,08,28,23,30,0.0,8,0.0,5,,,,,,108.5,8,1969,10,07,96.5,8,1972,08,11,1967
91121,沖縄県,読谷（ヨミタン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,96.5,8,2014,07,09,76.0,8,2020,08,24,1976
91141,沖縄県,北原（キタハラ）,,2020,08,28,23,30,0.0,8,1.5,5,01,11,5,,,102.5,8,2010,10,22,57,8,2007,08,11,2003
91146,沖縄県,久米島（クメジマ）,47929,2020,08,28,23,30,0.0,8,5.0,5,01,20,5,,,95.5,8,1998,10,05,64.5,8,2011,08,06,1958
91151,沖縄県,渡名喜（トナキ）,,2020,08,28,23,30,0.0,8,2.5,5,03,02,5,,,92.5,8,2019,08,02,92.5,8,2019,08,02,2014
91161,沖縄県,胡屋（ゴヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,105,8,1988,09,07,86,8,1985,08,13,1976
91166,沖縄県,宮城島（ミヤギジマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,85.0,8,2012,11,04,43.5,8,2019,08,02,2007
91181,沖縄県,渡嘉敷（トカシキ）,,2020,08,28,23,30,0.0,8,9.0,5,03,20,5,,,115.5,8,2020,08,24,115.5,8,2020,08,24,1977
91197,沖縄県,那覇（ナハ）,47936,2020,08,28,23,30,0.0,8,0.0,5,,,,,,110.5,8,1998,07,17,95.0,8,1985,08,13,1900
91236,沖縄県,安次嶺（アシミネ）,,2020,08,28,23,30,0.0,8,1.0,5,03,59,5,,,81,8,2005,06,17,63,8,2007,08,11,2003
91241,沖縄県,糸数（イトカズ）,,2020,08,28,23,30,0.0,8,0.5,5,00,10,5,,,110,8,2007,12,21,71,8,1977,08,21,1976
92006,沖縄県,北大東（キタダイトウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,71.0,8,2012,07,17,42.5,8,2008,08,06,2003
92011,沖縄県,南大東（ミナミダイトウ）（南大東島（ミナミダイトウジマ））,47945,2020,08,28,23,30,0.0,8,0.0,5,,,,,,108.6,8,1957,06,14,74.0,8,1952,08,03,1942
92012,沖縄県,旧東（キュウトウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,80.0,8,2018,12,05,37.5,8,2008,08,15,2003
93012,沖縄県,下地島（シモジシマ）,,2020,08,28,23,30,0.0,8,0.5,5,01,35,5,,,111,8,2003,09,11,52.5,8,2018,08,28,2003
93041,沖縄県,宮古島（ミヤコジマ）,47927,2020,08,28,23,30,0.0,8,0.0,5,,,,,,138.0,8,1970,04,19,89.5,8,1991,08,31,1937
93042,沖縄県,鏡原（カガミハラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,89,8,2007,09,09,74.5,8,2020,08,14,2003
93051,沖縄県,城辺（グスクベ）,,2020,08,28,23,30,0.0,8,0.5,5,02,29,5,,,117.5,8,2018,08,12,117.5,8,2018,08,12,1978
93062,沖縄県,仲筋（ナカスジ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,145.5,8,2010,11,19,62.5,8,2020,08,21,2003
94001,沖縄県,伊原間（イバルマ）,,2020,08,28,23,30,0.0,8,0.5,5,18,51,5,,,109,8,1978,09,13,52.0,8,2010,08,30,1977
94011,沖縄県,所野（トコロノ）,,2020,08,28,23,30,0.0,8,0.5,5,15,05,5,,,130.5,8,2015,04,19,67.0,8,2013,08,15,2003
94017,沖縄県,与那国島（ヨナグニジマ）,47912,2020,08,28,23,30,0.0,8,0.5,5,06,54,5,,,110.0,8,2008,09,13,97.0,8,1983,08,25,1956
94036,沖縄県,川平（カビラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,127,8,2000,11,12,72,8,2005,08,31,1978
94062,沖縄県,西表島（イリオモテジマ）,47917,2020,08,28,23,30,0.0,8,0.5,5,14,56,5,,,100.0,8,2011,10,03,69.0,8,2018,08,16,1955
94081,沖縄県,石垣島（イシガキジマ）,47918,2020,08,28,23,30,0.0,8,1.5,5,15,32,5,,,126.0,8,2020,05,12,92.5,8,1898,08,06,1896
94086,沖縄県,盛山（モリヤマ）,,2020,08,28,23,30,0.0,8,3.0,5,18,28,5,,,92.0,8,2013,03,18,63.5,8,2018,08,16,2013
94101,沖縄県,大原（オオハラ）,,2020,08,28,23,30,0.0,8,1.0,5,17,14,5,,,123,8,1986,05,13,85.5,8,2010,08,10,1978
94116,沖縄県,波照間（ハテルマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,118,8,2000,03,10,54.0,8,2020,08,03,1979
